,bhk,type,area,region,Price_in_Lakhs
7330,5,Villa,7000.0,Thane West,1500.0
7331,3,Apartment,1650.0,Thane West,350.0
7338,3,Apartment,1326.0,Thane West,336.0
7344,1,Apartment,435.0,Thane West,123.0
7345,1,Apartment,435.0,Thane West,123.0
7346,1,Apartment,471.0,Thane West,133.0
7347,1,Apartment,471.0,Thane West,133.0
7348,3,Apartment,1255.0,Thane West,290.0
7350,3,Apartment,1340.0,Thane West,295.0
7351,5,Apartment,2500.0,Thane West,800.0
7355,4,Apartment,3500.0,Thane West,750.0
7356,1,Apartment,526.0,Thane West,103.0
7357,2,Apartment,637.0,Thane West,140.0
7358,2,Apartment,637.0,Thane West,140.0
7359,2,Apartment,603.0,Thane West,133.0
7360,2,Apartment,603.0,Thane West,133.0
7361,2,Apartment,637.0,Thane West,140.0
7362,2,Apartment,637.0,Thane West,140.0
7363,2,Apartment,603.0,Thane West,133.0
7364,2,Apartment,603.0,Thane West,133.0
7365,2,Apartment,625.0,Thane West,138.0
7366,2,Apartment,625.0,Thane West,138.0
7367,2,Apartment,601.0,Thane West,132.0
7368,2,Apartment,601.0,Thane West,132.0
7369,2,Apartment,601.0,Thane West,132.0
7370,2,Apartment,601.0,Thane West,132.0
7371,2,Apartment,600.0,Thane West,132.0
7372,2,Apartment,600.0,Thane West,132.0
7373,1,Apartment,469.0,Thane West,93.8
7374,1,Apartment,469.0,Thane West,93.8
7375,1,Apartment,485.0,Thane West,97.0
7376,1,Apartment,485.0,Thane West,97.0
7379,1,Apartment,469.0,Thane West,93.8
7380,1,Apartment,469.0,Thane West,93.8
7381,1,Apartment,485.0,Thane West,97.0
7382,1,Apartment,485.0,Thane West,97.0
7385,1,Apartment,501.0,Thane West,100.0
7386,1,Apartment,501.0,Thane West,100.0
7387,1,Apartment,536.0,Thane West,107.0
7388,1,Apartment,536.0,Thane West,107.0
7389,1,Apartment,491.0,Thane West,98.2
7390,1,Apartment,491.0,Thane West,98.2
7391,1,Apartment,482.0,Thane West,96.4
7392,1,Apartment,482.0,Thane West,96.4
7393,1,Apartment,565.0,Thane West,112.0
7394,1,Apartment,565.0,Thane West,112.0
7395,1,Apartment,489.0,Thane West,97.8
7396,1,Apartment,489.0,Thane West,97.8
7398,3,Apartment,1140.0,Thane West,290.0
7401,3,Apartment,931.0,Thane West,240.0
7402,1,Apartment,360.0,Thane West,69.99
7403,1,Apartment,512.0,Thane West,102.0
7404,2,Apartment,670.0,Thane West,158.0
7405,1,Apartment,359.0,Thane West,97.2
7406,1,Apartment,504.0,Thane West,144.0
7410,5,Apartment,2500.0,Thane West,600.0
7411,3,Apartment,1900.0,Thane West,525.0
7417,2,Apartment,618.0,Thane West,148.0
7418,2,Apartment,618.0,Thane West,148.0
7419,2,Apartment,618.0,Thane West,148.0
7420,2,Apartment,618.0,Thane West,148.0
7421,3,Apartment,981.0,Thane West,235.0
7422,3,Apartment,981.0,Thane West,235.0
7423,2,Apartment,618.0,Thane West,148.0
7424,2,Apartment,618.0,Thane West,148.0
7425,2,Apartment,618.0,Thane West,148.0
7426,3,Apartment,981.0,Thane West,235.0
7427,3,Apartment,981.0,Thane West,235.0
7428,1,Apartment,446.0,Thane West,108.0
7429,1,Apartment,446.0,Thane West,108.0
7430,1,Apartment,446.0,Thane West,108.0
7435,1,Apartment,361.0,Thane West,78.0
7436,1,Apartment,361.0,Thane West,78.0
7437,3,Apartment,1224.0,Thane West,269.0
7438,3,Apartment,1224.0,Thane West,269.0
7454,3,Apartment,938.0,Thane West,229.0
7455,3,Apartment,938.0,Thane West,229.0
7456,3,Apartment,938.0,Thane West,229.0
7457,3,Apartment,938.0,Thane West,229.0
7458,4,Apartment,1396.0,Thane West,349.0
7459,4,Apartment,1396.0,Thane West,349.0
7460,4,Apartment,1983.0,Thane West,495.0
7461,2,Apartment,646.0,Thane West,149.0
7462,2,Apartment,646.0,Thane West,149.0
7463,4,Apartment,2264.0,Thane West,520.0
7464,3,Apartment,1700.0,Thane West,550.0
7465,2,Apartment,810.0,Thane West,206.0
7466,3,Apartment,1540.0,Thane West,375.0
7470,2,Apartment,900.0,Thane West,225.0
7473,1,Apartment,541.0,Thane West,110.0
7475,3,Apartment,1307.0,Thane West,324.0
7476,3,Apartment,1160.0,Thane West,279.0
7477,3,Apartment,1307.0,Thane West,324.0
7478,3,Apartment,1160.0,Thane West,279.0
7479,3,Apartment,1134.0,Thane West,289.0
7480,3,Apartment,1134.0,Thane West,289.0
7481,4,Apartment,1672.0,Thane West,430.0
7482,4,Apartment,1672.0,Thane West,430.0
7483,2,Apartment,830.0,Thane West,189.0
7484,2,Apartment,830.0,Thane West,189.0
7485,3,Apartment,1345.0,Thane West,385.0
7488,1,Apartment,429.0,Thane West,82.0
7490,1,Apartment,429.0,Thane West,82.0
7492,1,Apartment,429.0,Thane West,82.0
7493,1,Apartment,429.0,Thane West,82.0
7497,3,Apartment,1503.0,Thane West,349.0
7498,4,Apartment,2560.0,Thane West,565.0
7499,2,Apartment,705.0,Thane West,150.0
7501,3,Apartment,1160.0,Thane West,247.0
7503,1,Apartment,468.0,Thane West,86.0
7506,1,Apartment,468.0,Thane West,86.0
7514,2,Apartment,820.0,Thane West,189.0
7515,2,Apartment,618.0,Thane West,135.0
7516,1,Apartment,407.0,Thane West,92.0
7517,2,Apartment,624.0,Thane West,140.0
7518,1,Apartment,415.0,Thane West,93.0
7519,3,Apartment,1050.0,Thane West,225.0
7520,2,Apartment,820.0,Thane West,180.0
7521,2,Apartment,800.0,Thane West,180.0
7524,1,Apartment,335.0,Thane West,62.99
7525,1,Apartment,396.0,Thane West,74.57
7526,1,Apartment,413.0,Thane West,77.83
7527,1,Apartment,338.0,Thane West,62.5
7528,3,Apartment,1400.0,Thane West,330.0
7529,4,Apartment,1842.0,Thane West,518.0
7530,3,Apartment,977.0,Thane West,261.0
7531,3,Apartment,1002.0,Thane West,268.0
7532,3,Apartment,1026.0,Thane West,274.0
7533,3,Apartment,1020.0,Thane West,272.0
7534,2,Apartment,811.0,Thane West,214.0
7535,3,Apartment,1305.0,Thane West,289.0
7536,4,Apartment,1831.0,Thane West,514.0
7537,2,Apartment,782.0,Thane West,191.0
7538,2,Apartment,769.0,Thane West,188.0
7539,2,Apartment,756.0,Thane West,184.0
7540,2,Apartment,781.0,Thane West,191.0
7545,1,Apartment,446.0,Thane West,82.51
7550,3,Apartment,2110.0,Thane West,500.0
7555,1,Apartment,446.0,Thane West,82.51
7558,3,Apartment,1550.0,Thane West,350.0
7559,4,Apartment,1850.0,Thane West,480.0
7560,4,Apartment,1850.0,Thane West,475.0
7561,1,Apartment,550.0,Thane West,110.0
7563,3,Apartment,1350.0,Thane West,290.0
7564,4,Apartment,2450.0,Thane West,610.0
7565,4,Apartment,2100.0,Thane West,459.0
7567,2,Apartment,650.0,Thane West,140.0
7568,1,Apartment,446.0,Thane West,82.51
7572,1,Apartment,531.0,Thane West,105.0
7574,5,Villa,6000.0,Thane West,1800.0
7575,2,Apartment,910.0,Thane West,195.0
7576,5,Villa,7000.0,Thane West,1550.0
7578,1,Apartment,401.0,Thane West,81.9
7579,4,Apartment,1623.0,Thane West,400.0
7580,3,Apartment,1177.0,Thane West,300.0
7581,3,Apartment,900.0,Thane West,220.0
7585,1,Apartment,340.0,Thane West,64.34
7587,2,Apartment,700.0,Thane West,147.0
7589,2,Apartment,830.0,Thane West,184.0
7590,2,Apartment,615.0,Thane West,137.0
7591,1,Apartment,428.0,Thane West,89.24
7592,1,Apartment,427.0,Thane West,85.99
7596,1,Apartment,462.0,Thane West,85.0
7599,1,Apartment,340.0,Thane West,64.34
7601,2,Apartment,700.0,Thane West,147.0
7602,3,Apartment,1153.0,Thane West,258.0
7603,3,Apartment,1153.0,Thane West,258.0
7604,4,Apartment,2040.0,Thane West,550.0
7605,1,Apartment,446.0,Thane West,108.0
7607,2,Apartment,811.0,Thane West,200.0
7608,4,Apartment,1842.0,Thane West,550.0
7613,1,Apartment,361.0,Thane West,78.0
7614,2,Apartment,635.0,Thane West,167.0
7615,2,Apartment,668.0,Thane West,158.0
7616,2,Apartment,838.0,Thane West,245.0
7617,3,Apartment,1400.0,Thane West,450.0
7620,2,Apartment,740.0,Thane West,160.0
7622,3,Apartment,1177.0,Thane West,300.0
7623,4,Apartment,1623.0,Thane West,400.0
7626,1,Apartment,550.0,Thane West,110.0
7627,5,Apartment,1995.0,Thane West,550.0
7628,4,Apartment,1514.0,Thane West,470.0
7629,3,Apartment,1228.0,Thane West,360.0
7630,2,Apartment,737.0,Thane West,180.0
7631,2,Apartment,841.0,Thane West,200.0
7633,1,Apartment,564.0,Thane West,105.0
7639,1,Apartment,481.0,Thane West,98.0
7647,2,Apartment,760.0,Thane West,187.0
7648,4,Apartment,1764.0,Thane West,425.0
7650,4,Apartment,1764.0,Thane West,425.0
7653,1,Apartment,670.0,Thane West,132.0
7654,4,Apartment,1650.0,Thane West,360.0
7657,5,Apartment,2200.0,Thane West,575.0
7658,3,Apartment,1140.0,Thane West,250.0
7659,3,Apartment,1094.0,Thane West,240.0
7660,3,Apartment,1450.0,Thane West,360.0
7661,3,Apartment,1140.0,Thane West,250.0
7663,5,Apartment,2200.0,Thane West,575.0
7665,4,Apartment,2500.0,Thane West,550.0
7666,4,Apartment,2500.0,Thane West,550.0
7670,4,Apartment,3145.0,Thane West,808.0
7671,2,Apartment,900.0,Thane West,195.0
7672,3,Apartment,1304.0,Thane West,344.0
7673,3,Apartment,1121.0,Thane West,292.0
7674,3,Apartment,1391.0,Thane West,345.0
7675,1,Apartment,471.0,Thane West,123.0
7676,3,Apartment,1300.0,Thane West,280.0
7681,2,Apartment,615.0,Thane West,137.0
7682,2,Apartment,705.0,Thane West,148.0
7683,2,Apartment,618.0,Thane West,138.0
7684,1,Apartment,407.0,Thane West,75.99
7685,2,Apartment,624.0,Thane West,140.0
7686,1,Apartment,494.0,Thane West,98.0
7687,1,Apartment,415.0,Thane West,77.49
7688,1,Apartment,464.0,Thane West,94.0
7689,2,Apartment,689.0,Thane West,170.0
7690,2,Apartment,694.0,Thane West,170.0
7691,2,Apartment,689.0,Thane West,170.0
7695,3,Apartment,1228.0,Thane West,273.0
7696,1,Apartment,471.0,Thane West,114.0
7697,3,Apartment,1433.0,Thane West,363.0
7698,1,Apartment,490.0,Thane West,90.0
7702,1,Apartment,429.0,Thane West,82.0
7704,3,Apartment,920.0,Thane West,197.0
7705,1,Apartment,468.0,Thane West,86.0
7706,2,Apartment,796.0,Thane West,167.0
7707,2,Apartment,828.0,Thane West,177.0
7708,1,Apartment,520.0,Thane West,105.0
7710,4,Apartment,1753.0,Thane West,396.0
7721,1,Apartment,384.0,Thane West,90.0
7722,2,Apartment,614.0,Thane West,143.0
7723,2,Apartment,635.0,Thane West,151.0
7724,1,Apartment,340.0,Thane West,64.34
7725,4,Apartment,1831.0,Thane West,447.0
7726,3,Apartment,1305.0,Thane West,319.0
7727,3,Apartment,1002.0,Thane West,245.0
7728,2,Apartment,769.0,Thane West,188.0
7729,3,Apartment,1026.0,Thane West,250.0
7730,4,Apartment,1842.0,Thane West,450.0
7731,3,Apartment,1020.0,Thane West,249.0
7732,2,Apartment,756.0,Thane West,184.0
7733,2,Apartment,811.0,Thane West,198.0
7734,3,Apartment,977.0,Thane West,238.0
7735,2,Apartment,782.0,Thane West,191.0
7736,2,Apartment,781.0,Thane West,190.0
7737,1,Apartment,361.0,Thane West,78.0
7738,2,Apartment,627.0,Thane West,210.0
7739,2,Apartment,635.0,Thane West,167.0
7740,2,Apartment,668.0,Thane West,158.0
7744,1,Apartment,471.0,Thane West,88.0
7746,1,Apartment,360.0,Thane West,70.0
7748,1,Apartment,369.0,Thane West,75.0
7755,1,Apartment,405.0,Thane West,77.92
7756,1,Apartment,429.0,Thane West,82.0
7757,1,Apartment,429.0,Thane West,82.0
7760,1,Apartment,429.0,Thane West,82.0
7761,1,Apartment,429.0,Thane West,82.0
7764,2,Apartment,653.0,Thane West,140.0
7765,2,Apartment,653.0,Thane West,140.0
7766,1,Apartment,424.0,Thane West,94.0
7767,1,Apartment,424.0,Thane West,94.0
7768,2,Apartment,653.0,Thane West,140.0
7769,2,Apartment,653.0,Thane West,140.0
7770,1,Apartment,424.0,Thane West,94.0
7771,1,Apartment,424.0,Thane West,94.0
7772,1,Apartment,317.0,Thane West,59.0
7773,1,Apartment,317.0,Thane West,59.0
7774,1,Apartment,317.0,Thane West,59.0
7775,1,Apartment,317.0,Thane West,59.0
7776,1,Apartment,340.0,Thane West,63.28
7777,1,Apartment,340.0,Thane West,63.28
7779,1,Apartment,462.0,Thane West,85.0
7782,1,Apartment,381.0,Thane West,123.0
7783,3,Apartment,948.0,Thane West,339.0
7794,2,Apartment,685.0,Thane West,166.0
7795,2,Apartment,706.0,Thane West,166.0
7796,3,Apartment,1091.0,Thane West,280.0
7797,2,Apartment,762.0,Thane West,181.0
7804,2,Apartment,1000.0,Thane West,211.0
7806,1,Apartment,401.0,Thane West,81.9
7807,2,Apartment,618.0,Thane West,148.0
7808,3,Apartment,981.0,Thane West,235.0
7809,1,Apartment,446.0,Thane West,89.0
7810,1,Apartment,400.0,Thane West,76.99
7811,1,Apartment,420.0,Thane West,80.79
7812,1,Apartment,405.0,Thane West,77.99
7813,1,Apartment,558.0,Thane West,105.0
7819,2,Apartment,653.0,Thane West,140.0
7820,1,Apartment,424.0,Thane West,94.0
7826,1,Apartment,417.0,Thane West,80.0
7827,1,Apartment,417.0,Thane West,80.0
7828,2,Apartment,811.0,Thane West,200.0
7829,4,Apartment,1842.0,Thane West,550.0
7834,2,Apartment,762.0,Thane West,179.0
7835,2,Apartment,762.0,Thane West,179.0
7838,1,Apartment,424.0,Thane West,86.0
7839,1,Apartment,424.0,Thane West,86.0
7840,2,Apartment,804.0,Thane West,191.0
7841,3,Apartment,1073.0,Thane West,252.0
7842,2,Apartment,721.0,Thane West,173.0
7843,2,Apartment,702.0,Thane West,168.0
7844,1,Apartment,420.0,Thane West,104.0
7845,2,Apartment,707.0,Thane West,170.0
7846,2,Apartment,723.0,Thane West,173.0
7847,1,Apartment,367.0,Thane West,92.41
7848,1,Apartment,391.0,Thane West,98.34
7849,3,Apartment,938.0,Thane West,229.0
7850,4,Apartment,1396.0,Thane West,349.0
7851,2,Apartment,800.0,Thane West,190.0
7852,4,Apartment,1983.0,Thane West,495.0
7853,1,Apartment,421.0,Thane West,104.0
7854,3,Apartment,1093.0,Thane West,266.0
7856,2,Apartment,621.0,Thane West,129.0
7857,1,Apartment,366.0,Thane West,71.0
7864,4,Apartment,1498.0,Thane West,411.0
7865,3,Apartment,1140.0,Thane West,318.0
7867,2,Apartment,825.0,Thane West,240.0
7868,2,Apartment,696.0,Thane West,200.0
7869,3,Apartment,931.0,Thane West,250.0
7871,4,Apartment,1396.0,Thane West,340.0
7872,3,Apartment,938.0,Thane West,220.0
7873,3,Apartment,1093.0,Thane West,260.0
7874,2,Apartment,706.0,Thane West,166.0
7875,3,Apartment,1091.0,Thane West,280.0
7879,4,Independent House,3000.0,Thane West,650.0
7883,4,Apartment,1396.0,Thane West,340.0
7884,3,Apartment,938.0,Thane West,220.0
7885,3,Apartment,1093.0,Thane West,260.0
7891,4,Apartment,1496.0,Thane West,400.0
7892,3,Apartment,1077.0,Thane West,300.0
7893,2,Apartment,824.0,Thane West,200.0
7895,1,Apartment,420.0,Thane West,82.0
7900,3,Apartment,960.0,Thane West,210.0
7902,1,Apartment,384.0,Thane West,90.0
7903,2,Apartment,614.0,Thane West,143.0
7904,2,Apartment,635.0,Thane West,151.0
7908,1,Apartment,424.0,Thane West,94.0
7909,2,Apartment,653.0,Thane West,140.0
7910,2,Apartment,653.0,Thane West,140.0
7912,2,Apartment,618.0,Thane West,148.0
7913,3,Apartment,981.0,Thane West,235.0
7914,1,Apartment,415.0,Thane West,81.29
7915,1,Apartment,388.0,Thane West,76.0
7916,1,Apartment,398.0,Thane West,77.96
7917,3,Apartment,1089.0,Thane West,280.0
7918,1,Apartment,385.0,Thane West,71.52
7923,2,Apartment,630.0,Thane West,148.0
7926,3,Apartment,904.0,Thane West,220.0
7927,2,Apartment,614.0,Thane West,155.0
7929,2,Apartment,755.0,Thane West,173.0
7930,2,Apartment,1008.0,Thane West,231.0
7931,3,Apartment,1118.0,Thane West,257.0
7932,3,Apartment,1244.0,Thane West,286.0
7933,1,Apartment,362.0,Thane West,77.67
7934,1,Apartment,345.0,Thane West,74.02
7935,1,Apartment,363.0,Thane West,77.87
7936,1,Apartment,360.0,Thane West,77.25
7938,2,Apartment,811.0,Thane West,200.0
7939,4,Apartment,1842.0,Thane West,550.0
7944,2,Apartment,796.0,Thane West,167.0
7945,1,Apartment,468.0,Thane West,86.0
7948,3,Apartment,920.0,Thane West,197.0
7951,2,Apartment,611.0,Thane West,146.0
7952,2,Apartment,622.0,Thane West,149.0
7953,2,Apartment,605.0,Thane West,145.0
7954,2,Apartment,627.0,Thane West,150.0
7955,2,Apartment,626.0,Thane West,150.0
7956,2,Apartment,629.0,Thane West,150.0
7957,2,Apartment,616.0,Thane West,147.0
7958,2,Apartment,619.0,Thane West,148.0
7959,2,Apartment,618.0,Thane West,148.0
7960,1,Apartment,366.0,Thane West,76.0
7961,1,Apartment,414.0,Thane West,85.94
7962,1,Apartment,457.0,Thane West,94.84
7967,2,Apartment,811.0,Thane West,185.0
7972,3,Apartment,1026.0,Thane West,239.0
7976,1,Apartment,366.0,Thane West,82.0
7977,2,Apartment,610.0,Thane West,134.0
7978,1,Apartment,417.0,Thane West,93.42
7987,4,Apartment,1753.0,Thane West,400.0
7988,2,Apartment,828.0,Thane West,177.0
7997,2,Apartment,615.0,Thane West,152.0
7998,2,Apartment,614.0,Thane West,151.0
7999,2,Apartment,610.0,Thane West,151.0
8000,2,Apartment,618.0,Thane West,152.0
8001,3,Apartment,1093.0,Thane West,260.0
8002,3,Apartment,938.0,Thane West,220.0
8003,4,Apartment,1396.0,Thane West,340.0
8005,1,Apartment,340.0,Thane West,64.34
8006,3,Apartment,938.0,Thane West,229.0
8007,3,Apartment,1093.0,Thane West,266.0
8008,4,Apartment,1396.0,Thane West,349.0
8009,5,Apartment,4938.0,Thane West,1049.0
8010,4,Apartment,1983.0,Thane West,495.0
8011,5,Apartment,1886.0,Thane West,400.0
8012,3,Apartment,938.0,Thane West,234.0
8013,3,Apartment,1093.0,Thane West,273.0
8014,4,Apartment,1998.0,Thane West,522.0
8015,4,Apartment,1396.0,Thane West,364.0
8017,2,Apartment,609.0,Thane West,156.0
8018,2,Apartment,610.0,Thane West,156.0
8019,2,Apartment,609.0,Thane West,134.0
8020,1,Apartment,457.0,Thane West,102.0
8024,3,Apartment,960.0,Thane West,210.0
8026,1,Apartment,400.0,Thane West,88.0
8027,2,Apartment,634.0,Thane West,147.0
8028,2,Apartment,650.0,Thane West,148.0
8029,1,Apartment,384.0,Thane West,90.0
8030,2,Apartment,614.0,Thane West,143.0
8031,2,Apartment,635.0,Thane West,167.0
8032,1,Apartment,408.0,Thane West,94.0
8033,2,Apartment,668.0,Thane West,158.0
8034,1,Apartment,401.0,Thane West,90.0
8035,1,Apartment,403.0,Thane West,90.44
8036,1,Apartment,438.0,Thane West,159.0
8037,2,Apartment,700.0,Thane West,147.0
8039,1,Apartment,361.0,Thane West,78.0
8043,1,Apartment,366.0,Thane West,82.0
8044,1,Apartment,394.0,Thane West,88.27
8045,1,Apartment,417.0,Thane West,93.42
8046,1,Apartment,457.0,Thane West,102.0
8047,2,Apartment,609.0,Thane West,156.0
8048,2,Apartment,610.0,Thane West,156.0
8056,1,Apartment,366.0,Thane West,82.0
8057,1,Apartment,394.0,Thane West,88.27
8058,1,Apartment,417.0,Thane West,93.42
8059,1,Apartment,457.0,Thane West,102.0
8060,3,Apartment,1174.0,Thane West,287.0
8061,3,Apartment,1305.0,Thane West,319.0
8062,4,Apartment,1831.0,Thane West,447.0
8063,4,Apartment,1842.0,Thane West,450.0
8064,2,Apartment,756.0,Thane West,184.0
8065,2,Apartment,769.0,Thane West,188.0
8066,2,Apartment,781.0,Thane West,190.0
8067,2,Apartment,782.0,Thane West,191.0
8068,2,Apartment,811.0,Thane West,198.0
8069,3,Apartment,977.0,Thane West,238.0
8070,3,Apartment,1002.0,Thane West,245.0
8071,3,Apartment,1020.0,Thane West,249.0
8072,3,Apartment,1026.0,Thane West,250.0
8073,1,Apartment,394.0,Thane West,88.0
8075,2,Apartment,609.0,Thane West,134.0
8076,2,Apartment,610.0,Thane West,134.0
8077,1,Apartment,457.0,Thane West,102.0
8078,1,Apartment,366.0,Thane West,82.0
8079,1,Apartment,414.0,Thane West,92.75
8080,2,Apartment,811.0,Thane West,200.0
8081,2,Apartment,838.0,Thane West,216.0
8082,1,Apartment,366.0,Thane West,76.0
8086,3,Apartment,1930.0,Thane West,434.0
8088,4,Apartment,1890.0,Thane West,475.0
8090,4,Apartment,2510.0,Thane West,550.0
8091,3,Apartment,1610.0,Thane West,375.0
8092,3,Apartment,1500.0,Thane West,350.0
8093,3,Apartment,1100.0,Thane West,240.0
8094,4,Apartment,2200.0,Thane West,525.0
8097,4,Apartment,2100.0,Thane West,500.0
8098,4,Apartment,2200.0,Thane West,490.0
8099,4,Apartment,2200.0,Thane West,550.0
8102,4,Apartment,2925.0,Thane West,630.0
8103,5,Villa,8000.0,Thane West,1800.0
8108,3,Apartment,1800.0,Thane West,409.0
8110,2,Apartment,1250.0,Thane West,335.0
8113,4,Apartment,2914.0,Thane West,670.0
8114,3,Apartment,1950.0,Thane West,450.0
8116,1,Apartment,457.0,Thane West,102.0
8117,2,Apartment,609.0,Thane West,134.0
8118,2,Apartment,610.0,Thane West,156.0
8119,2,Apartment,609.0,Thane West,156.0
8127,3,Apartment,1013.0,Thane West,217.0
8128,3,Apartment,983.0,Thane West,211.0
8129,2,Apartment,820.0,Thane West,176.0
8130,2,Apartment,819.0,Thane West,176.0
8131,2,Apartment,718.0,Thane West,154.0
8132,2,Apartment,663.0,Thane West,142.0
8133,1,Apartment,442.0,Thane West,95.03
8136,3,Apartment,1074.0,Thane West,267.0
8138,3,Apartment,1391.0,Thane West,345.0
8139,3,Apartment,1228.0,Thane West,273.0
8140,3,Apartment,1121.0,Thane West,292.0
8141,1,Apartment,444.0,Thane West,114.0
8144,3,Apartment,1345.0,Thane West,342.0
8149,4,Apartment,2400.0,Thane West,565.0
8152,3,Apartment,1650.0,Thane West,350.0
8155,3,Apartment,2036.0,Thane West,450.0
8164,1,Apartment,650.0,Thane West,125.0
8169,4,Apartment,2036.0,Thane West,450.0
8170,4,Apartment,2530.0,Thane West,575.0
8171,4,Apartment,2530.0,Thane West,575.0
8175,4,Apartment,1630.0,Thane West,350.0
8176,5,Apartment,2755.0,Thane West,650.0
8177,4,Apartment,2036.0,Thane West,450.0
8181,4,Apartment,2036.0,Thane West,450.0
8188,3,Apartment,1250.0,Thane West,275.0
8189,4,Apartment,2000.0,Thane West,450.0
8190,4,Apartment,2000.0,Thane West,470.0
8191,4,Apartment,2450.0,Thane West,575.0
8192,4,Apartment,2450.0,Thane West,580.0
8193,4,Apartment,2400.0,Thane West,600.0
8194,5,Apartment,3500.0,Thane West,750.0
8199,3,Apartment,1250.0,Thane West,280.0
8200,3,Apartment,1650.0,Thane West,375.0
8201,3,Apartment,1500.0,Thane West,380.0
8220,4,Apartment,2036.0,Thane West,450.0
8226,4,Apartment,2036.0,Thane West,450.0
8228,4,Apartment,2036.0,Thane West,450.0
8237,4,Apartment,1686.0,Thane West,404.0
8240,4,Apartment,1753.0,Thane West,396.0
8242,4,Apartment,2036.0,Thane West,450.0
8243,4,Apartment,2036.0,Thane West,450.0
8245,4,Apartment,2200.0,Thane West,495.0
8246,3,Apartment,1250.0,Thane West,295.0
8247,4,Apartment,2200.0,Thane West,495.0
8254,4,Apartment,2036.0,Thane West,450.0
8255,4,Apartment,2036.0,Thane West,450.0
8259,4,Apartment,2036.0,Thane West,450.0
8260,3,Apartment,2036.0,Thane West,450.0
8261,4,Apartment,2036.0,Thane West,450.0
8265,3,Apartment,1075.0,Thane West,254.0
8266,3,Apartment,1179.0,Thane West,279.0
8267,5,Apartment,2755.0,Thane West,650.0
8278,2,Apartment,754.0,Thane West,167.0
8279,2,Apartment,801.0,Thane West,177.0
8280,2,Apartment,877.0,Thane West,193.0
8281,2,Apartment,859.0,Thane West,189.0
8282,2,Apartment,832.0,Thane West,184.0
8283,2,Apartment,780.0,Thane West,173.0
8284,4,Apartment,1514.0,Thane West,445.0
8285,3,Apartment,1228.0,Thane West,334.0
8286,2,Apartment,737.0,Thane West,184.0
8287,1,Apartment,429.0,Thane West,82.0
8290,1,Apartment,429.0,Thane West,82.0
8291,1,Apartment,429.0,Thane West,82.0
8296,1,Apartment,340.0,Thane West,63.28
8297,1,Apartment,317.0,Thane West,59.0
8298,1,Apartment,317.0,Thane West,59.0
8299,1,Apartment,340.0,Thane West,63.28
8300,1,Apartment,340.0,Thane West,63.28
8301,3,Apartment,1307.0,Thane West,324.0
8302,1,Apartment,317.0,Thane West,59.0
8303,1,Apartment,317.0,Thane West,59.0
8304,1,Apartment,340.0,Thane West,63.28
8305,1,Apartment,340.0,Thane West,63.28
8306,1,Apartment,317.0,Thane West,59.0
8307,1,Apartment,317.0,Thane West,59.0
8308,1,Apartment,340.0,Thane West,63.28
8309,1,Apartment,340.0,Thane West,63.28
8310,3,Apartment,1307.0,Thane West,324.0
8311,3,Apartment,1307.0,Thane West,324.0
8312,3,Apartment,1160.0,Thane West,279.0
8313,3,Apartment,1160.0,Thane West,279.0
8314,3,Apartment,1307.0,Thane West,324.0
8315,3,Apartment,1307.0,Thane West,324.0
8316,3,Apartment,1160.0,Thane West,279.0
8317,3,Apartment,1160.0,Thane West,279.0
8318,3,Apartment,1134.0,Thane West,289.0
8319,3,Apartment,1134.0,Thane West,289.0
8320,4,Apartment,1672.0,Thane West,430.0
8321,4,Apartment,1672.0,Thane West,430.0
8322,2,Apartment,830.0,Thane West,189.0
8323,2,Apartment,830.0,Thane West,189.0
8324,3,Apartment,1160.0,Thane West,279.0
8325,3,Apartment,1160.0,Thane West,279.0
8326,3,Apartment,1307.0,Thane West,324.0
8327,3,Apartment,1307.0,Thane West,324.0
8328,3,Apartment,1160.0,Thane West,279.0
8329,3,Apartment,1160.0,Thane West,279.0
8330,3,Apartment,1134.0,Thane West,289.0
8331,3,Apartment,1134.0,Thane West,289.0
8332,4,Apartment,1672.0,Thane West,430.0
8333,4,Apartment,1672.0,Thane West,430.0
8334,2,Apartment,830.0,Thane West,189.0
8335,2,Apartment,830.0,Thane West,189.0
8336,1,Apartment,429.0,Thane West,82.0
8339,1,Apartment,540.0,Thane West,112.0
8343,4,Apartment,1525.0,Thane West,327.0
8347,3,Apartment,2500.0,Thane West,750.0
8364,4,Apartment,2100.0,Thane West,459.0
8366,4,Apartment,2036.0,Thane West,450.0
8376,3,Villa,3280.0,Thane West,700.0
8378,3,Villa,3280.0,Thane West,700.0
8380,4,Apartment,2645.0,Thane West,575.0
8384,4,Apartment,2100.0,Thane West,459.0
8385,4,Apartment,2036.0,Thane West,450.0
8390,4,Apartment,2100.0,Thane West,459.0
8402,5,Villa,6500.0,Thane West,1500.0
8403,3,Apartment,1400.0,Thane West,300.0
8404,4,Apartment,2650.0,Thane West,575.0
8405,3,Apartment,1400.0,Thane West,300.0
8408,3,Apartment,1000.0,Thane West,229.0
8411,4,Apartment,2100.0,Thane West,459.0
8417,5,Villa,6500.0,Thane West,1500.0
8418,3,Apartment,1400.0,Thane West,300.0
8419,4,Apartment,2650.0,Thane West,575.0
8420,3,Apartment,1400.0,Thane West,300.0
8421,3,Apartment,1400.0,Thane West,300.0
8428,2,Apartment,1100.0,Thane West,1650.0
